"personage","gender","how_old_they_are","whatTheyDoForWork","ascending_sun_sign","is_female"
2955971,"female",43,"indUnk","Gemini",1
4197038,"male",23,"indUnk","Cancer",0
4070526,"female",24,"Telecommunications","Aquarius",1
4090083,"male",23,"Technology","Leo",0
3947785,"female",26,"BusinessServices","Libra",1
1713845,"male",23,"Student","Taurus",0
3355653,"male",17,"indUnk","Gemini",0
3947700,"male",15,"Student","Cancer",0
896120,"female",24,"Education","Capricorn",1
3965841,"male",17,"Chemicals","Cancer",0
3423418,"male",25,"Student","Aries",0
3523095,"female",17,"Student","Libra",1
3949113,"female",14,"indUnk","Libra",1
4255604,"male",14,"Student","Leo",0
3587880,"male",23,"Student","Virgo",0
3570794,"female",34,"indUnk","Leo",1
3703546,"female",14,"Student","Libra",1
3386158,"female",17,"Student","Gemini",1
3518258,"female",16,"Student","Gemini",1
808956,"female",25,"Government","Aries",1
3325862,"female",24,"indUnk","Capricorn",1
3353577,"male",17,"Student","Scorpio",0
3605427,"male",25,"indUnk","Capricorn",0
3726884,"female",17,"indUnk","Gemini",1
3156201,"female",38,"Consulting","Pisces",1
3960243,"female",15,"Education","Virgo",1
4184111,"male",35,"indUnk","Taurus",0
3871907,"male",39,"Law","Scorpio",0
4210308,"male",24,"Student","Gemini",0
2597626,"female",26,"indUnk","Aries",1
1502896,"female",25,"Consulting","Pisces",1
3701430,"female",23,"Education","Aries",1
3946404,"female",14,"Student","Virgo",1
4278696,"male",24,"Communications-Media","Aquarius",0
3030672,"male",27,"indUnk","Aries",0
3570047,"male",48,"Military","Leo",0
3136900,"male",27,"Communications-Media","Scorpio",0
3811096,"female",26,"Government","Pisces",1
3952828,"male",24,"Banking","Virgo",0
4229520,"male",16,"indUnk","Scorpio",0
4022569,"male",15,"Student","Virgo",0
867772,"female",16,"Student","Taurus",1
3221085,"male",27,"Education","Taurus",0
3645035,"male",15,"Education","Virgo",0
3388256,"female",25,"indUnk","Pisces",1
4180269,"female",23,"indUnk","Libra",1
3776363,"male",14,"Agriculture","Sagittarius",0
4055477,"male",16,"Student","Taurus",0
3930625,"male",14,"Student","Taurus",0
4278694,"female",24,"Technology","Virgo",1
4075835,"female",27,"Construction","Scorpio",1
3839328,"female",16,"indUnk","Leo",1
3215911,"female",14,"Student","Sagittarius",1
